id,number,departure,arrival,status,delay,aircraft_id,airport_departure_id,airport_arrival_id,fare_tariff_id
471,PG0216,2017-07-23 11:10:00.000000 +00:00,2017-07-23 12:15:00.000000 +00:00,Arrived,,77,861,743,28
472,PG0216,2017-08-28 11:10:00.000000 +00:00,2017-08-28 12:15:00.000000 +00:00,Scheduled,,93,58,492,6
473,PG0216,2017-08-04 11:10:00.000000 +00:00,2017-08-04 12:15:00.000000 +00:00,Arrived,,49,536,905,26
474,PG0216,2017-08-07 11:10:00.000000 +00:00,2017-08-07 12:15:00.000000 +00:00,Arrived,,71,81,324,4
475,PG0216,2017-07-20 11:10:00.000000 +00:00,2017-07-20 12:15:00.000000 +00:00,Arrived,,55,550,974,21
476,PG0216,2017-07-30 11:10:00.000000 +00:00,2017-07-30 12:15:00.000000 +00:00,Arrived,,20,310,99,2
477,PG0216,2017-08-23 11:10:00.000000 +00:00,2017-08-23 12:15:00.000000 +00:00,Scheduled,,21,140,538,14
478,PG0216,2017-07-16 11:10:00.000000 +00:00,2017-07-16 12:15:00.000000 +00:00,Arrived,,89,786,466,30
479,PG0216,2017-08-08 11:10:00.000000 +00:00,2017-08-08 12:15:00.000000 +00:00,Arrived,,89,120,685,15
480,PG0216,2017-07-27 11:10:00.000000 +00:00,2017-07-27 12:15:00.000000 +00:00,Arrived,,69,710,305,26
481,PG0216,2017-09-05 11:10:00.000000 +00:00,2017-09-05 12:15:00.000000 +00:00,Scheduled,,17,341,286,10
482,PG0216,2017-08-03 11:10:00.000000 +00:00,2017-08-03 12:15:00.000000 +00:00,Arrived,,81,212,862,20
484,PG0216,2017-09-12 11:10:00.000000 +00:00,2017-09-12 12:15:00.000000 +00:00,Scheduled,,56,495,243,13
485,PG0216,2017-08-29 11:10:00.000000 +00:00,2017-08-29 12:15:00.000000 +00:00,Scheduled,,51,621,967,3
486,PG0216,2017-08-31 11:10:00.000000 +00:00,2017-08-31 12:15:00.000000 +00:00,Scheduled,,93,590,373,5
487,PG0216,2017-07-17 11:10:00.000000 +00:00,2017-07-17 12:15:00.000000 +00:00,Arrived,,55,24,687,1
488,PG0216,2017-08-26 11:10:00.000000 +00:00,2017-08-26 12:15:00.000000 +00:00,Scheduled,,64,337,926,17
489,PG0213,2017-08-18 16:20:00.000000 +00:00,2017-08-18 17:35:00.000000 +00:00,Scheduled,,36,53,850,25
490,PG0213,2017-07-22 16:20:00.000000 +00:00,2017-07-22 17:35:00.000000 +00:00,Arrived,,62,617,342,20
491,PG0212,2017-08-01 15:20:00.000000 +00:00,2017-08-01 16:35:00.000000 +00:00,Arrived,,50,451,980,27
492,PG0213,2017-08-31 16:20:00.000000 +00:00,2017-08-31 17:35:00.000000 +00:00,Scheduled,,7,774,812,28
493,PG0213,2017-08-01 16:20:00.000000 +00:00,2017-08-01 17:35:00.000000 +00:00,Arrived,,1,186,126,4
494,PG0213,2017-08-30 16:20:00.000000 +00:00,2017-08-30 17:35:00.000000 +00:00,Scheduled,,86,22,66,7
495,PG0213,2017-09-10 16:20:00.000000 +00:00,2017-09-10 17:35:00.000000 +00:00,Scheduled,,20,985,646,18
496,PG0213,2017-07-20 16:20:00.000000 +00:00,2017-07-20 17:35:00.000000 +00:00,Arrived,,80,225,181,13
497,PG0212,2017-09-10 15:20:00.000000 +00:00,2017-09-10 16:35:00.000000 +00:00,Scheduled,,23,886,627,26
498,PG0213,2017-07-16 16:20:00.000000 +00:00,2017-07-16 17:35:00.000000 +00:00,Arrived,,98,382,267,26
499,PG0212,2017-09-04 15:20:00.000000 +00:00,2017-09-04 16:35:00.000000 +00:00,Scheduled,,78,437,81,3
500,PG0213,2017-09-04 16:20:00.000000 +00:00,2017-09-04 17:35:00.000000 +00:00,Scheduled,,32,123,37,24
501,PG0213,2017-08-03 16:20:00.000000 +00:00,2017-08-03 17:35:00.000000 +00:00,Arrived,,69,897,192,12
502,PG0213,2017-08-28 16:20:00.000000 +00:00,2017-08-28 17:35:00.000000 +00:00,Scheduled,,92,26,271,9
503,PG0213,2017-07-31 16:20:00.000000 +00:00,2017-07-31 17:35:00.000000 +00:00,Arrived,,90,142,721,1
504,PG0213,2017-07-28 16:20:00.000000 +00:00,2017-07-28 17:35:00.000000 +00:00,Arrived,,60,109,926,12
505,PG0212,2017-07-28 15:20:00.000000 +00:00,2017-07-28 16:35:00.000000 +00:00,Arrived,,30,772,672,12
506,PG0212,2017-08-28 15:20:00.000000 +00:00,2017-08-28 16:35:00.000000 +00:00,Scheduled,,86,58,440,24
507,PG0212,2017-08-03 15:20:00.000000 +00:00,2017-08-03 16:35:00.000000 +00:00,Arrived,,26,980,75,9
508,PG0212,2017-07-18 15:20:00.000000 +00:00,2017-07-18 16:35:00.000000 +00:00,Arrived,,84,525,510,30
509,PG0213,2017-07-18 16:20:00.000000 +00:00,2017-07-18 17:35:00.000000 +00:00,Arrived,,50,789,470,27
510,PG0213,2017-09-02 16:20:00.000000 +00:00,2017-09-02 17:35:00.000000 +00:00,Scheduled,,66,261,623,1
511,PG0212,2017-09-02 15:20:00.000000 +00:00,2017-09-02 16:35:00.000000 +00:00,Scheduled,,36,215,945,15
512,PG0212,2017-07-31 15:20:00.000000 +00:00,2017-07-31 16:35:00.000000 +00:00,Arrived,,2,66,459,20
513,PG0212,2017-08-06 15:20:00.000000 +00:00,2017-08-06 16:35:00.000000 +00:00,Arrived,,98,770,876,12
514,PG0213,2017-07-24 16:20:00.000000 +00:00,2017-07-24 17:35:00.000000 +00:00,Arrived,,30,469,606,25
515,PG0213,2017-08-02 16:20:00.000000 +00:00,2017-08-02 17:35:00.000000 +00:00,Arrived,,33,856,771,2
516,PG0212,2017-08-02 15:20:00.000000 +00:00,2017-08-02 16:35:00.000000 +00:00,Arrived,,59,487,104,5
517,PG0213,2017-07-26 16:20:00.000000 +00:00,2017-07-26 17:35:00.000000 +00:00,Arrived,,62,858,349,13
518,PG0212,2017-07-24 15:20:00.000000 +00:00,2017-07-24 16:35:00.000000 +00:00,Arrived,,26,435,971,21
519,PG0212,2017-07-26 15:20:00.000000 +00:00,2017-07-26 16:35:00.000000 +00:00,Arrived,,50,923,438,4
520,PG0213,2017-08-06 16:20:00.000000 +00:00,2017-08-06 17:35:00.000000 +00:00,Arrived,,72,783,730,25
521,PG0213,2017-09-14 16:20:00.000000 +00:00,2017-09-14 17:35:00.000000 +00:00,Scheduled,,98,980,450,12
522,PG0212,2017-09-11 15:20:00.000000 +00:00,2017-09-11 16:35:00.000000 +00:00,Scheduled,,43,2,898,10
523,PG0213,2017-08-09 16:20:00.000000 +00:00,2017-08-09 17:35:00.000000 +00:00,Arrived,,22,892,699,13
524,PG0213,2017-09-11 16:20:00.000000 +00:00,2017-09-11 17:35:00.000000 +00:00,Scheduled,,11,353,777,10
525,PG0212,2017-08-09 15:20:00.000000 +00:00,2017-08-09 16:35:00.000000 +00:00,Arrived,,17,301,295,12
526,PG0212,2017-07-30 15:20:00.000000 +00:00,2017-07-30 16:35:00.000000 +00:00,Arrived,,27,43,847,11
527,PG0212,2017-09-12 15:20:00.000000 +00:00,2017-09-12 16:35:00.000000 +00:00,Scheduled,,58,853,982,4
528,PG0213,2017-09-12 16:20:00.000000 +00:00,2017-09-12 17:35:00.000000 +00:00,Scheduled,,35,891,717,18
529,PG0212,2017-09-14 15:20:00.000000 +00:00,2017-09-14 16:35:00.000000 +00:00,Scheduled,,14,953,356,20
530,PG0213,2017-08-21 16:20:00.000000 +00:00,2017-08-21 17:35:00.000000 +00:00,Scheduled,,28,719,862,24
531,PG0212,2017-08-12 15:20:00.000000 +00:00,2017-08-12 16:35:00.000000 +00:00,Arrived,,27,101,559,30
532,PG0213,2017-07-30 16:20:00.000000 +00:00,2017-07-30 17:35:00.000000 +00:00,Arrived,,74,334,751,1
533,PG0212,2017-07-16 15:20:00.000000 +00:00,2017-07-16 16:35:00.000000 +00:00,Arrived,,36,147,420,7
534,PG0212,2017-08-08 15:20:00.000000 +00:00,2017-08-08 16:35:00.000000 +00:00,Arrived,,64,344,990,14
535,PG0213,2017-08-08 16:20:00.000000 +00:00,2017-08-08 17:35:00.000000 +00:00,Arrived,,78,398,345,3
536,PG0212,2017-07-19 15:20:00.000000 +00:00,2017-07-19 16:35:00.000000 +00:00,Arrived,,51,322,828,8
537,PG0213,2017-09-05 16:20:00.000000 +00:00,2017-09-05 17:35:00.000000 +00:00,Scheduled,,47,679,533,16
538,PG0212,2017-09-05 15:20:00.000000 +00:00,2017-09-05 16:35:00.000000 +00:00,Scheduled,,45,958,739,10
539,PG0213,2017-07-19 16:20:00.000000 +00:00,2017-07-19 17:35:00.000000 +00:00,Arrived,,53,290,836,7
540,PG0213,2017-08-26 16:20:00.000000 +00:00,2017-08-26 17:35:00.000000 +00:00,Scheduled,,27,52,550,9
541,PG0212,2017-08-21 15:20:00.000000 +00:00,2017-08-21 16:35:00.000000 +00:00,Scheduled,,23,262,960,9
542,PG0212,2017-08-26 15:20:00.000000 +00:00,2017-08-26 16:35:00.000000 +00:00,Scheduled,,83,544,256,14
543,PG0213,2017-08-23 16:20:00.000000 +00:00,2017-08-23 17:35:00.000000 +00:00,Scheduled,,64,575,224,20
544,PG0212,2017-07-20 15:20:00.000000 +00:00,2017-07-20 16:35:00.000000 +00:00,Arrived,,45,64,924,26
545,PG0212,2017-08-13 15:20:00.000000 +00:00,2017-08-13 16:35:00.000000 +00:00,Arrived,,38,96,237,24
546,PG0213,2017-08-13 16:20:00.000000 +00:00,2017-08-13 17:35:00.000000 +00:00,Arrived,,78,61,691,24
547,PG0212,2017-08-24 15:20:00.000000 +00:00,2017-08-24 16:35:00.000000 +00:00,Scheduled,,40,938,17,19
548,PG0213,2017-08-29 16:20:00.000000 +00:00,2017-08-29 17:35:00.000000 +00:00,Scheduled,,39,909,703,1
549,PG0212,2017-08-23 15:20:00.000000 +00:00,2017-08-23 16:35:00.000000 +00:00,Scheduled,,70,688,745,10
550,PG0213,2017-08-07 16:20:00.000000 +00:00,2017-08-07 17:35:00.000000 +00:00,Arrived,,23,399,284,15
551,PG0212,2017-08-07 15:20:00.000000 +00:00,2017-08-07 16:35:00.000000 +00:00,Arrived,,5,621,960,1
552,PG0212,2017-08-27 15:20:00.000000 +00:00,2017-08-27 16:35:00.000000 +00:00,Scheduled,,86,460,516,15
553,PG0212,2017-09-06 15:20:00.000000 +00:00,2017-09-06 16:35:00.000000 +00:00,Scheduled,,65,354,313,22
554,PG0213,2017-09-06 16:20:00.000000 +00:00,2017-09-06 17:35:00.000000 +00:00,Scheduled,,14,384,182,5
555,PG0212,2017-08-14 15:20:00.000000 +00:00,2017-08-14 16:35:00.000000 +00:00,Arrived,,39,913,341,14
556,PG0213,2017-08-14 16:20:00.000000 +00:00,2017-08-14 17:35:00.000000 +00:00,Arrived,,41,813,132,14
557,PG0213,2017-08-27 16:20:00.000000 +00:00,2017-08-27 17:35:00.000000 +00:00,Scheduled,,19,872,531,9
558,PG0213,2017-07-23 16:20:00.000000 +00:00,2017-07-23 17:35:00.000000 +00:00,Arrived,,87,720,43,29
559,PG0212,2017-09-07 15:20:00.000000 +00:00,2017-09-07 16:35:00.000000 +00:00,Scheduled,,85,666,74,11
560,PG0212,2017-07-23 15:20:00.000000 +00:00,2017-07-23 16:35:00.000000 +00:00,Arrived,,3,419,577,6
561,PG0212,2017-08-20 15:20:00.000000 +00:00,2017-08-20 16:35:00.000000 +00:00,Scheduled,,41,378,169,9
562,PG0213,2017-08-05 16:20:00.000000 +00:00,2017-08-05 17:35:00.000000 +00:00,Arrived,,84,851,6,29
563,PG0213,2017-08-12 16:20:00.000000 +00:00,2017-08-12 17:35:00.000000 +00:00,Arrived,,70,490,357,10
564,PG0213,2017-08-20 16:20:00.000000 +00:00,2017-08-20 17:35:00.000000 +00:00,Scheduled,,43,799,836,20
565,PG0212,2017-08-30 15:20:00.000000 +00:00,2017-08-30 16:35:00.000000 +00:00,Scheduled,,77,685,127,8
566,PG0212,2017-08-10 15:20:00.000000 +00:00,2017-08-10 16:35:00.000000 +00:00,Arrived,,74,755,604,16
567,PG0212,2017-08-05 15:20:00.000000 +00:00,2017-08-05 16:35:00.000000 +00:00,Arrived,,77,426,124,27
568,PG0213,2017-08-11 16:20:00.000000 +00:00,2017-08-11 17:35:00.000000 +00:00,Arrived,,57,670,454,21
569,PG0213,2017-08-17 16:20:00.000000 +00:00,2017-08-17 17:35:00.000000 +00:00,Scheduled,,29,790,47,9
570,PG0212,2017-08-11 15:20:00.000000 +00:00,2017-08-11 16:35:00.000000 +00:00,Arrived,,33,489,138,13
571,PG0213,2017-08-10 16:20:00.000000 +00:00,2017-08-10 17:35:00.000000 +00:00,Arrived,,11,959,679,21
572,PG0212,2017-08-17 15:20:00.000000 +00:00,2017-08-17 16:35:00.000000 +00:00,Scheduled,,35,436,160,19
573,PG0212,2017-09-01 15:20:00.000000 +00:00,2017-09-01 16:35:00.000000 +00:00,Scheduled,,72,804,990,1
574,PG0213,2017-09-07 16:20:00.000000 +00:00,2017-09-07 17:35:00.000000 +00:00,Scheduled,,53,693,807,18
575,PG0212,2017-08-29 15:20:00.000000 +00:00,2017-08-29 16:35:00.000000 +00:00,Scheduled,,72,855,420,14
576,PG0212,2017-08-31 15:20:00.000000 +00:00,2017-08-31 16:35:00.000000 +00:00,Scheduled,,78,823,473,18
577,PG0213,2017-09-09 16:20:00.000000 +00:00,2017-09-09 17:35:00.000000 +00:00,Scheduled,,49,17,229,27
578,PG0212,2017-08-18 15:20:00.000000 +00:00,2017-08-18 16:35:00.000000 +00:00,Scheduled,,17,141,949,2
579,PG0212,2017-09-09 15:20:00.000000 +00:00,2017-09-09 16:35:00.000000 +00:00,Scheduled,,51,324,420,25
580,PG0212,2017-08-25 15:20:00.000000 +00:00,2017-08-25 16:35:00.000000 +00:00,Scheduled,,53,287,952,1
581,PG0213,2017-07-29 16:20:00.000000 +00:00,2017-07-29 17:35:00.000000 +00:00,Arrived,,64,916,208,13
582,PG0212,2017-07-29 15:20:00.000000 +00:00,2017-07-29 16:35:00.000000 +00:00,Arrived,,85,432,639,28
583,PG0212,2017-09-03 15:20:00.000000 +00:00,2017-09-03 16:35:00.000000 +00:00,Scheduled,,45,839,34,22
584,PG0213,2017-08-19 16:20:00.000000 +00:00,2017-08-19 17:35:00.000000 +00:00,Scheduled,,32,11,8,9
585,PG0212,2017-07-17 15:20:00.000000 +00:00,2017-07-17 16:35:00.000000 +00:00,Arrived,,87,134,588,15
586,PG0213,2017-07-17 16:20:00.000000 +00:00,2017-07-17 17:35:00.000000 +00:00,Arrived,,67,560,33,13
587,PG0213,2017-07-21 16:20:00.000000 +00:00,2017-07-21 17:35:00.000000 +00:00,Arrived,,15,876,139,13
588,PG0212,2017-07-21 15:20:00.000000 +00:00,2017-07-21 16:35:00.000000 +00:00,Arrived,,81,101,217,5
589,PG0212,2017-08-19 15:20:00.000000 +00:00,2017-08-19 16:35:00.000000 +00:00,Scheduled,,48,314,673,16
590,PG0212,2017-07-27 15:20:00.000000 +00:00,2017-07-27 16:35:00.000000 +00:00,Arrived,,77,952,528,28
591,PG0213,2017-07-25 16:20:00.000000 +00:00,2017-07-25 17:35:00.000000 +00:00,Arrived,,13,845,410,2
592,PG0212,2017-08-04 15:20:00.000000 +00:00,2017-08-04 16:35:00.000000 +00:00,Arrived,,72,7,30,21
593,PG0213,2017-07-27 16:20:00.000000 +00:00,2017-07-27 17:35:00.000000 +00:00,Arrived,,34,42,627,16
594,PG0213,2017-08-04 16:20:00.000000 +00:00,2017-08-04 17:35:00.000000 +00:00,Arrived,,48,259,814,10
595,PG0212,2017-07-22 15:20:00.000000 +00:00,2017-07-22 16:35:00.000000 +00:00,Arrived,,90,801,87,19
596,PG0212,2017-08-15 15:20:00.000000 +00:00,2017-08-15 16:35:00.000000 +00:00,Delayed,193,73,522,383,8
597,PG0213,2017-09-01 16:20:00.000000 +00:00,2017-09-01 17:35:00.000000 +00:00,Scheduled,,68,248,509,12
598,PG0213,2017-08-25 16:20:00.000000 +00:00,2017-08-25 17:35:00.000000 +00:00,Scheduled,,53,179,136,5
599,PG0212,2017-07-25 15:20:00.000000 +00:00,2017-07-25 16:35:00.000000 +00:00,Arrived,,97,922,152,7
600,PG0212,2017-09-08 15:20:00.000000 +00:00,2017-09-08 16:35:00.000000 +00:00,Scheduled,,51,408,55,14
601,PG0213,2017-09-08 16:20:00.000000 +00:00,2017-09-08 17:35:00.000000 +00:00,Scheduled,,43,889,524,21
602,PG0213,2017-09-13 16:20:00.000000 +00:00,2017-09-13 17:35:00.000000 +00:00,Scheduled,,94,466,207,22
603,PG0212,2017-09-13 15:20:00.000000 +00:00,2017-09-13 16:35:00.000000 +00:00,Scheduled,,18,369,448,20
605,PG0212,2017-08-22 15:20:00.000000 +00:00,2017-08-22 16:35:00.000000 +00:00,Scheduled,,25,462,559,28
606,PG0213,2017-08-22 16:20:00.000000 +00:00,2017-08-22 17:35:00.000000 +00:00,Scheduled,,76,216,487,20
607,PG0213,2017-08-16 16:20:00.000000 +00:00,2017-08-16 17:35:00.000000 +00:00,Scheduled,,18,847,512,13
608,PG0212,2017-08-16 15:20:00.000000 +00:00,2017-08-16 16:35:00.000000 +00:00,Scheduled,,65,83,861,7
609,PG0213,2017-08-24 16:20:00.000000 +00:00,2017-08-24 17:35:00.000000 +00:00,Scheduled,,82,830,322,28
610,PG0213,2017-09-03 16:20:00.000000 +00:00,2017-09-03 17:35:00.000000 +00:00,Scheduled,,93,675,511,1
611,PG0416,2017-09-12 16:20:00.000000 +00:00,2017-09-12 16:55:00.000000 +00:00,Scheduled,,81,454,403,15
612,PG0416,2017-09-04 16:20:00.000000 +00:00,2017-09-04 16:55:00.000000 +00:00,Scheduled,,23,356,276,8
613,PG0416,2017-08-19 16:20:00.000000 +00:00,2017-08-19 16:55:00.000000 +00:00,Scheduled,,28,969,600,18
614,PG0416,2017-08-18 16:20:00.000000 +00:00,2017-08-18 16:55:00.000000 +00:00,Scheduled,,76,838,761,17
615,PG0416,2017-07-28 16:20:00.000000 +00:00,2017-07-28 16:55:00.000000 +00:00,Arrived,,66,108,429,7
616,PG0416,2017-07-17 16:20:00.000000 +00:00,2017-07-17 16:55:00.000000 +00:00,Arrived,,18,226,609,9
617,PG0416,2017-08-31 16:20:00.000000 +00:00,2017-08-31 16:55:00.000000 +00:00,Scheduled,,9,202,808,25
618,PG0416,2017-08-30 16:20:00.000000 +00:00,2017-08-30 16:55:00.000000 +00:00,Scheduled,,22,160,980,9
619,PG0416,2017-08-10 16:20:00.000000 +00:00,2017-08-10 16:55:00.000000 +00:00,Arrived,,65,879,246,9
620,PG0416,2017-07-25 16:20:00.000000 +00:00,2017-07-25 16:55:00.000000 +00:00,Arrived,,19,125,399,12
621,PG0416,2017-08-28 16:20:00.000000 +00:00,2017-08-28 16:55:00.000000 +00:00,Scheduled,,60,998,131,23
622,PG0416,2017-08-12 16:20:00.000000 +00:00,2017-08-12 16:55:00.000000 +00:00,Arrived,,42,792,637,5
623,PG0416,2017-07-30 16:20:00.000000 +00:00,2017-07-30 16:55:00.000000 +00:00,Arrived,,91,330,546,25
624,PG0416,2017-09-13 16:20:00.000000 +00:00,2017-09-13 16:55:00.000000 +00:00,Scheduled,,64,918,121,28
625,PG0416,2017-08-01 16:20:00.000000 +00:00,2017-08-01 16:55:00.000000 +00:00,Arrived,,97,989,460,10
626,PG0416,2017-08-29 16:20:00.000000 +00:00,2017-08-29 16:55:00.000000 +00:00,Scheduled,,3,671,185,8
627,PG0416,2017-08-21 16:20:00.000000 +00:00,2017-08-21 16:55:00.000000 +00:00,Scheduled,,32,305,729,21
628,PG0416,2017-08-08 16:20:00.000000 +00:00,2017-08-08 16:55:00.000000 +00:00,Arrived,,98,477,576,6
629,PG0416,2017-08-17 16:20:00.000000 +00:00,2017-08-17 16:55:00.000000 +00:00,Scheduled,,97,761,70,16
630,PG0416,2017-07-23 16:20:00.000000 +00:00,2017-07-23 16:55:00.000000 +00:00,Arrived,,28,638,862,25
631,PG0416,2017-08-20 16:20:00.000000 +00:00,2017-08-20 16:55:00.000000 +00:00,Scheduled,,42,522,523,3
632,PG0416,2017-09-10 16:20:00.000000 +00:00,2017-09-10 16:55:00.000000 +00:00,Scheduled,,9,96,521,3
633,PG0416,2017-09-06 16:20:00.000000 +00:00,2017-09-06 16:55:00.000000 +00:00,Scheduled,,11,119,69,3
634,PG0416,2017-08-06 16:20:00.000000 +00:00,2017-08-06 16:55:00.000000 +00:00,Arrived,,6,265,563,29
635,PG0416,2017-08-07 16:20:00.000000 +00:00,2017-08-07 16:55:00.000000 +00:00,Arrived,,12,384,131,18
636,PG0416,2017-09-01 16:20:00.000000 +00:00,2017-09-01 16:55:00.000000 +00:00,Scheduled,,20,241,540,25
637,PG0416,2017-09-11 16:20:00.000000 +00:00,2017-09-11 16:55:00.000000 +00:00,Scheduled,,44,812,415,19
638,PG0416,2017-09-09 16:20:00.000000 +00:00,2017-09-09 16:55:00.000000 +00:00,Scheduled,,56,90,238,22
639,PG0416,2017-09-05 16:20:00.000000 +00:00,2017-09-05 16:55:00.000000 +00:00,Scheduled,,93,627,577,14
640,PG0416,2017-08-03 16:20:00.000000 +00:00,2017-08-03 16:55:00.000000 +00:00,Arrived,,18,141,937,23
641,PG0416,2017-09-08 16:20:00.000000 +00:00,2017-09-08 16:55:00.000000 +00:00,Scheduled,,55,308,946,17
642,PG0416,2017-07-24 16:20:00.000000 +00:00,2017-07-24 16:55:00.000000 +00:00,Arrived,,88,427,983,14
643,PG0416,2017-09-02 16:20:00.000000 +00:00,2017-09-02 16:55:00.000000 +00:00,Scheduled,,79,955,215,18
644,PG0416,2017-07-31 16:20:00.000000 +00:00,2017-07-31 16:55:00.000000 +00:00,Arrived,,75,359,161,8
645,PG0416,2017-08-14 16:20:00.000000 +00:00,2017-08-14 16:55:00.000000 +00:00,Arrived,,67,704,36,24
646,PG0416,2017-08-13 16:20:00.000000 +00:00,2017-08-13 16:55:00.000000 +00:00,Arrived,,94,777,635,13
647,PG0416,2017-08-05 16:20:00.000000 +00:00,2017-08-05 16:55:00.000000 +00:00,Arrived,,50,50,238,5
648,PG0416,2017-07-19 16:20:00.000000 +00:00,2017-07-19 16:55:00.000000 +00:00,Arrived,,25,108,506,22
649,PG0416,2017-08-24 16:20:00.000000 +00:00,2017-08-24 16:55:00.000000 +00:00,Scheduled,,36,765,270,27
650,PG0416,2017-07-26 16:20:00.000000 +00:00,2017-07-26 16:55:00.000000 +00:00,Arrived,,43,730,428,2
651,PG0416,2017-07-29 16:20:00.000000 +00:00,2017-07-29 16:55:00.000000 +00:00,Arrived,,43,200,181,3
652,PG0416,2017-09-14 16:20:00.000000 +00:00,2017-09-14 16:55:00.000000 +00:00,Cancelled,,1,646,717,10
653,PG0416,2017-08-16 16:20:00.000000 +00:00,2017-08-16 16:55:00.000000 +00:00,Scheduled,,43,432,830,8
654,PG0416,2017-08-25 16:20:00.000000 +00:00,2017-08-25 16:55:00.000000 +00:00,Scheduled,,61,905,423,8
655,PG0416,2017-09-07 16:20:00.000000 +00:00,2017-09-07 16:55:00.000000 +00:00,Scheduled,,90,721,881,3
656,PG0416,2017-08-22 16:20:00.000000 +00:00,2017-08-22 16:55:00.000000 +00:00,Scheduled,,9,146,681,7
657,PG0416,2017-09-03 16:20:00.000000 +00:00,2017-09-03 16:55:00.000000 +00:00,Scheduled,,61,308,250,24
658,PG0416,2017-07-22 16:20:00.000000 +00:00,2017-07-22 16:55:00.000000 +00:00,Arrived,,9,956,405,8
660,PG0416,2017-08-26 16:20:00.000000 +00:00,2017-08-26 16:55:00.000000 +00:00,Scheduled,,16,218,570,28
661,PG0416,2017-08-04 16:20:00.000000 +00:00,2017-08-04 16:55:00.000000 +00:00,Arrived,,20,915,143,20
662,PG0416,2017-08-11 16:20:00.000000 +00:00,2017-08-11 16:55:00.000000 +00:00,Arrived,,40,210,816,5
663,PG0416,2017-07-21 16:20:00.000000 +00:00,2017-07-21 16:55:00.000000 +00:00,Arrived,,50,83,466,4
664,PG0416,2017-08-27 16:20:00.000000 +00:00,2017-08-27 16:55:00.000000 +00:00,Scheduled,,21,881,319,22
665,PG0416,2017-07-20 16:20:00.000000 +00:00,2017-07-20 16:55:00.000000 +00:00,Arrived,,12,214,434,24
666,PG0416,2017-07-18 16:20:00.000000 +00:00,2017-07-18 16:55:00.000000 +00:00,Arrived,,38,949,612,7
667,PG0416,2017-08-09 16:20:00.000000 +00:00,2017-08-09 16:55:00.000000 +00:00,Arrived,,57,568,836,28
668,PG0416,2017-08-02 16:20:00.000000 +00:00,2017-08-02 16:55:00.000000 +00:00,Arrived,,49,410,987,11
669,PG0416,2017-07-16 16:20:00.000000 +00:00,2017-07-16 16:55:00.000000 +00:00,Arrived,,17,182,636,14
670,PG0416,2017-07-27 16:20:00.000000 +00:00,2017-07-27 16:55:00.000000 +00:00,Arrived,,92,671,646,23
671,PG0416,2017-08-23 16:20:00.000000 +00:00,2017-08-23 16:55:00.000000 +00:00,Scheduled,,47,694,600,14
672,PG0055,2017-08-10 11:10:00.000000 +00:00,2017-08-10 12:25:00.000000 +00:00,Arrived,,51,978,160,21
673,PG0054,2017-08-06 14:05:00.000000 +00:00,2017-08-06 15:20:00.000000 +00:00,Arrived,,78,27,712,14
674,PG0055,2017-07-28 11:10:00.000000 +00:00,2017-07-28 12:25:00.000000 +00:00,Arrived,,30,792,95,8
675,PG0054,2017-08-08 14:05:00.000000 +00:00,2017-08-08 15:20:00.000000 +00:00,Arrived,,90,320,47,6
676,PG0055,2017-08-23 11:10:00.000000 +00:00,2017-08-23 12:25:00.000000 +00:00,Scheduled,,14,338,383,29
677,PG0055,2017-09-14 11:10:00.000000 +00:00,2017-09-14 12:25:00.000000 +00:00,Scheduled,,11,343,919,27
678,PG0054,2017-08-05 14:05:00.000000 +00:00,2017-08-05 15:20:00.000000 +00:00,Arrived,,44,207,27,7
679,PG0055,2017-08-20 11:10:00.000000 +00:00,2017-08-20 12:25:00.000000 +00:00,Scheduled,,18,954,309,14
680,PG0055,2017-07-19 11:10:00.000000 +00:00,2017-07-19 12:25:00.000000 +00:00,Arrived,,62,926,147,6
681,PG0054,2017-07-21 14:05:00.000000 +00:00,2017-07-21 15:20:00.000000 +00:00,Arrived,,52,352,789,25
682,PG0055,2017-07-21 11:10:00.000000 +00:00,2017-07-21 12:25:00.000000 +00:00,Arrived,,19,388,866,12
683,PG0054,2017-08-15 14:05:00.000000 +00:00,2017-08-15 15:20:00.000000 +00:00,Departed,,41,869,270,13
684,PG0055,2017-09-01 11:10:00.000000 +00:00,2017-09-01 12:25:00.000000 +00:00,Scheduled,,69,425,404,30
685,PG0055,2017-07-26 11:10:00.000000 +00:00,2017-07-26 12:25:00.000000 +00:00,Arrived,,64,381,725,16
686,PG0054,2017-08-19 14:05:00.000000 +00:00,2017-08-19 15:20:00.000000 +00:00,Scheduled,,24,167,534,3
687,PG0054,2017-09-10 14:05:00.000000 +00:00,2017-09-10 15:20:00.000000 +00:00,Scheduled,,12,853,586,6
688,PG0054,2017-07-26 14:05:00.000000 +00:00,2017-07-26 15:20:00.000000 +00:00,Arrived,,30,234,251,8
689,PG0054,2017-08-18 14:05:00.000000 +00:00,2017-08-18 15:20:00.000000 +00:00,Scheduled,,47,462,684,2
690,PG0055,2017-09-10 11:10:00.000000 +00:00,2017-09-10 12:25:00.000000 +00:00,Scheduled,,92,407,682,17
691,PG0055,2017-08-18 11:10:00.000000 +00:00,2017-08-18 12:25:00.000000 +00:00,Scheduled,,26,308,358,24
692,PG0055,2017-08-24 11:10:00.000000 +00:00,2017-08-24 12:25:00.000000 +00:00,Scheduled,,35,190,219,10
